ConvVAE,0,28,KL,MSEScore,5,111,16575.087038730053,17308.21484375,0.9937113670301824
ConvVAE,0,28,KL,MSEScore,10,111,15623.277842420213,16218.44921875,0.9972040590071949
ConvVAE,5,28,KL,MSEScore,5,111,19809.03465661337,21407.525390625,0.9527890648540385
ConvVAE,0,28,KL,MSEScore,20,111,15700.493870511968,15932.25390625,0.9968233856735599
ConvVAE,5,28,KL,MSEScore,10,111,18241.764126090115,19585.009765625,0.9686097423838698
ConvVAE,0,28,KL,MSEScore,50,111,15684.755215259309,15908.64453125,0.9955650708176842
ConvVAE,5,28,KL,MSEScore,20,111,18273.985601380813,18874.783203125,0.9637577766355305
ConvVAE,0,28,KL,MSEScore,100,111,15832.799472240691,15872.109375,0.9935165618353772
ConvVAE,5,28,KL,MSEScore,50,111,18377.5265715843,18646.634765625,0.9509333439680485
ConvVAE,0,28,KL,MSEScore,5,222,16763.22731050532,17203.640625,0.9894802932259377
ConvVAE,5,28,KL,MSEScore,100,111,18454.56976744186,18396.8984375,0.9449849193829502
ConvVAE,0,28,KL,MSEScore,10,222,15752.534865359043,16072.787109375,0.9974532784288882
ConvVAE,5,28,KL,MSEScore,5,222,19696.876317223836,20087.4453125,0.9478244129735649
ConvVAE,0,28,KL,MSEScore,20,222,15680.09742769282,15883.6337890625,0.9947712566179465
ConvVAE,5,28,KL,MSEScore,10,222,18215.85882994186,19140.921875,0.9669072032471331
ConvVAE,0,28,KL,MSEScore,50,222,15703.221970578457,16493.818359375,0.9942703289741618
ConvVAE,5,28,KL,MSEScore,20,222,18311.804551235466,19003.962890625,0.9587293041548256
ConvVAE,0,28,KL,MSEScore,100,222,15846.046771110372,15770.494140625,0.993357165482601
ConvVAE,5,28,KL,MSEScore,50,222,18417.939453125,18936.197265625,0.9580085067875086
ConvVAE,0,28,KL,MSEScore,5,333,16583.372423537236,17015.99609375,0.994380401828137
ConvVAE,5,28,KL,MSEScore,100,222,18496.45226199128,18356.67578125,0.9481401310827127
ConvVAE,5,28,KL,MSEScore,5,333,19639.33203125,21036.416015625,0.9501484182830449
ConvVAE,0,28,KL,MSEScore,10,333,15589.966547539894,15669.896484375,0.9977462781121318
ConvVAE,5,28,KL,MSEScore,10,333,18237.86414425872,19247.5546875,0.9602080711580614
ConvVAE,0,28,KL,MSEScore,20,333,15662.003282912234,15949.7392578125,0.9956880401828136
ConvVAE,5,28,KL,MSEScore,20,333,18244.428688226744,18841.07421875,0.9621620769992771
ConvVAE,0,28,KL,MSEScore,50,333,15793.510866855053,15654.59765625,0.9966879157427937
ConvVAE,5,28,KL,MSEScore,50,333,18399.468659156977,18771.259765625,0.9515733347316016
ConvVAE,0,28,KL,MSEScore,100,333,15822.57203706782,15836.8154296875,0.9949328023892484
ConvVAE,5,28,KL,MSEScore,100,333,18532.98741824128,18628.814453125,0.961778291789015
ConvVAE,1,28,KL,MSEScore,5,111,13462.040131191037,13220.787109375,0.9988778321916362
ConvVAE,6,28,KL,MSEScore,5,111,16927.43525598404,17441.06640625,0.9781962763425054
ConvVAE,1,28,KL,MSEScore,10,111,13495.190337558963,13045.7275390625,0.9991372297631382
ConvVAE,6,28,KL,MSEScore,10,111,15952.629945146276,15951.607421875,0.9942796525054269
ConvVAE,1,28,KL,MSEScore,20,111,13502.074808372641,13559.521484375,0.9993384864996484
ConvVAE,6,28,KL,MSEScore,20,111,16079.810276761968,16803.556640625,0.9910424975722204
ConvVAE,1,28,KL,MSEScore,50,111,13467.260152564859,13728.85546875,0.998856861736622
ConvVAE,6,28,KL,MSEScore,50,111,16104.562416888299,16129.306640625,0.9926103375618027
ConvVAE,1,28,KL,MSEScore,100,111,13528.968012971698,14024.697265625,0.9990563295243632
ConvVAE,6,28,KL,MSEScore,100,111,16235.94689162234,16371.7265625,0.9893357788912701
ConvVAE,1,28,KL,MSEScore,5,222,13461.21635465802,13450.1513671875,0.9984294023668786
ConvVAE,6,28,KL,MSEScore,5,222,16931.610746343085,17688.1796875,0.9749094806467983
ConvVAE,1,28,KL,MSEScore,10,222,13469.544737617925,13609.541015625,0.9993651219590977
ConvVAE,6,28,KL,MSEScore,10,222,15959.923828125,16755.25,0.9933868114422189
ConvVAE,1,28,KL,MSEScore,20,222,13518.076577240567,13567.671875,0.9992820352273829
ConvVAE,6,28,KL,MSEScore,20,222,16024.738572140957,16760.951171875,0.9883213756817524
ConvVAE,1,28,KL,MSEScore,50,222,13465.66286482901,13324.2705078125,0.9988392704070603
ConvVAE,6,28,KL,MSEScore,50,222,16111.760700631648,16272.4853515625,0.9920949971808664
ConvVAE,1,28,KL,MSEScore,100,222,13548.560362617925,13385.30859375,0.999476931257159
ConvVAE,6,28,KL,MSEScore,100,222,16256.428004488032,16211.185546875,0.9931361833134078
ConvVAE,1,28,KL,MSEScore,5,333,13454.224867334906,13524.267578125,0.9992514243262247
